Wave,Start_date,End_date,state,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours,Start_Date,End_Date,N_national,N_state
1,4/16/2020,4/30/2020,RI,22.59,2.09,4.44,4.99,3.96,3.53,1.88,74.68,77.18,75.26,71.88,21.32,5.01,0.17,0.61,04/16/2020 UTC,04/30/2020,19489.0,297.0
1_gap,5/1/2020,5/1/2020,RI,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,RI,20.6,0.78,9.56,4.93,6.41,1.41,2.94,75.39,82.59,81.2,81.92,24.44,3.96,0.81,0.61,05/02/2020 UTC,05/15/2020,20305.0,317.0
3,5/16/2020,6/1/2020,RI,24.85,0.18,19.83,10.65,10.01,1.22,1.52,66.01,83.15,81.88,82.49,34.06,6.02,1.03,0.0,05/16/2020 UTC,06/01/2020,18103.0,177.0
3_gap,6/2/2020,6/11/2020,RI,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,RI,37.46,7.71,20.6,12.29,13.29,4.83,1.98,50.61,65.75,72.18,74.38,46.84,11.14,3.49,2.1,06/12/2020 UTC,06/28/2020,22470.0,308.0
5_gap,6/29/2020,7/9/2020,RI,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,RI,29.17,6.43,20.69,12.26,7.3,5.39,1.76,57.12,67.28,72.94,81.94,46.86,13.78,3.11,2.03,07/10/2020 UTC,07/27/2020,19058.0,318.0
7_gap,7/28/2020,8/6/2020,RI,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,RI,37.88,13.52,17.46,10.05,10.81,4.14,3.62,55.4,70.53,79.72,88.12,41.4,8.83,4.21,0.48,08/07/2020 UTC,08/26/2020,21196.0,255.0
9_gap,8/27/2020,9/2/2020,RI,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,RI,29.58,10.08,15.84,17.69,11.69,4.82,3.15,49.68,60.88,69.78,78.64,47.98,14.91,4.42,2.29,09/04/2020 UTC,09/28/2020,20315.0,284.0
10_gap,9/29/2020,10/1/2020,RI,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,RI,35.25,9.21,12.38,14.15,17.16,3.4,1.42,51.99,58.75,74.29,82.42,44.4,11.17,3.46,0.74,10/02/2020 UTC,11/04/2020,27342.0,429.0
13,11/4/2020,12/1/2020,RI,39.96,12.47,17.77,9.15,11.71,5.56,2.89,55.76,71.84,71.32,85.43,42.14,9.46,1.29,0.47,11/03/2020 UTC,12/01/2020,24017.0,493.0
13_gap,12/2/2020,12/15/2020,RI,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,RI,32.75,4.85,11.44,10.09,10.05,3.88,2.96,56.96,65.09,75.92,88.85,38.43,8.11,1.04,2.1,12/16/2020 UTC,01/11/2021,25640.0,545.0
14_gap,1/12/2021,2/4/2021,RI,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,RI,35.97,7.67,13.18,10.0,9.13,3.76,2.68,47.16,53.9,71.9,82.12,43.62,7.98,3.15,1.95,02/05/2021 UTC,03/01/2021,21500.0,383.0
17,4/1/2021,5/3/2021,RI,28.45,7.81,16.69,20.52,13.38,4.75,1.88,38.0,53.66,63.08,78.58,54.39,15.76,3.77,0.35,04/01/2021 UTC,05/03/2021,21733.0,364.0
17_gap,5/4/2021,6/8/2021,RI,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,RI,35.8,9.62,26.64,22.69,13.9,7.85,5.52,29.45,38.28,63.9,44.25,53.65,12.99,10.8,1.11,06/09/2021 UTC,07/06/2021,20669.0,292.0
18_gap,7/7/2021,8/25/2021,RI,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,RI,33.05,7.94,18.35,19.41,10.86,7.17,5.61,34.68,43.38,65.4,43.15,50.63,13.16,7.44,1.58,08/26/2021 UTC,09/27/2021,21079.0,327.0
19_gap,9/28/2021,11/2/2021,RI,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,RI,35.53,10.24,13.79,15.36,11.78,2.66,4.48,22.19,34.28,62.26,41.72,62.74,15.75,7.01,4.08,11/03/2021 UTC,12/02/2021,22277.0,266.0
20_gap,12/3/2021,12/21/2021,RI,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,RI,28.04,5.44,12.75,16.17,7.65,3.54,3.59,41.84,47.19,66.5,66.82,49.56,12.25,6.42,2.3,12/22/2021 UTC,01/24/2022,22961.0,368.0
21_gap,1/25/2022,3/1/2022,RI,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,RI,38.41,13.38,18.24,24.24,15.89,7.05,5.28,26.64,30.4,61.26,38.08,59.02,15.96,9.7,5.46,03/02/2022 UTC,04/04/2022,22234.0,391.0
22_gap,4/5/2022,6/7/2022,RI,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,RI,38.79,9.9,23.68,21.07,11.6,4.92,6.96,16.6,26.24,54.26,23.09,54.72,15.93,6.75,4.7,06/08/2022 UTC,07/06/2022,24141.0,370.0
1,4/16/2020,4/30/2020,SC,28.29,0.76,8.87,6.37,5.63,1.23,0.0,64.27,72.6,81.38,38.82,29.08,4.66,1.12,1.11,04/16/2020 UTC,04/30/2020,19489.0,434.0
1_gap,5/1/2020,5/1/2020,SC,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,SC,32.57,0.79,11.32,8.23,7.29,4.02,0.77,54.45,68.95,76.94,49.64,32.39,8.69,2.12,0.53,05/02/2020 UTC,05/15/2020,20305.0,423.0
3,5/16/2020,6/1/2020,SC,34.15,3.09,11.64,13.39,9.61,6.47,0.0,47.29,60.94,79.48,46.89,39.52,11.23,2.91,2.27,05/16/2020 UTC,06/01/2020,18103.0,347.0
3_gap,6/2/2020,6/11/2020,SC,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,SC,35.88,3.81,16.41,17.48,11.33,8.13,0.72,51.6,59.84,76.71,58.65,44.09,13.79,3.36,1.32,06/12/2020 UTC,06/28/2020,22470.0,466.0
5_gap,6/29/2020,7/9/2020,SC,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,SC,33.18,4.81,14.0,13.28,11.56,5.41,1.58,54.26,61.13,72.88,69.69,39.42,6.63,2.81,2.84,07/10/2020 UTC,07/27/2020,19058.0,421.0
7_gap,7/28/2020,8/6/2020,SC,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,SC,41.11,5.03,13.98,16.65,16.75,5.27,0.73,49.68,62.08,76.67,73.78,44.67,12.48,4.31,2.1,08/07/2020 UTC,08/26/2020,21196.0,451.0
9_gap,8/27/2020,9/2/2020,SC,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,SC,37.04,6.3,13.2,17.12,10.22,7.01,0.94,56.5,57.92,72.15,76.11,41.53,9.45,4.08,2.27,09/04/2020 UTC,09/28/2020,20315.0,362.0
10_gap,9/29/2020,10/1/2020,SC,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,SC,45.58,7.08,20.71,18.74,11.12,8.55,3.31,45.7,52.95,70.84,70.03,46.72,11.39,7.17,2.39,10/02/2020 UTC,11/04/2020,27342.0,629.0
13,11/4/2020,12/1/2020,SC,40.77,6.47,16.41,18.27,14.11,9.89,0.92,45.67,54.95,71.54,73.11,42.2,10.89,5.39,1.18,11/03/2020 UTC,12/01/2020,24017.0,475.0
13_gap,12/2/2020,12/15/2020,SC,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,SC,35.06,6.7,16.96,16.61,11.98,10.55,1.9,49.01,56.77,69.32,76.81,46.39,13.36,4.18,2.28,12/16/2020 UTC,01/11/2021,25640.0,453.0
14_gap,1/12/2021,2/4/2021,SC,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,SC,39.67,6.69,12.2,15.93,12.22,8.27,0.83,51.46,59.52,71.71,79.0,41.43,10.86,3.39,2.8,02/05/2021 UTC,03/01/2021,21500.0,407.0
17,4/1/2021,5/3/2021,SC,37.28,8.24,15.11,22.79,10.83,9.09,1.13,38.1,48.39,65.01,74.35,45.56,11.58,2.98,2.29,04/01/2021 UTC,05/03/2021,21733.0,403.0
17_gap,5/4/2021,6/8/2021,SC,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,SC,40.36,7.67,25.33,27.95,15.32,11.33,2.5,27.11,33.05,62.88,47.24,55.68,13.42,7.83,5.33,06/09/2021 UTC,07/06/2021,20669.0,468.0
18_gap,7/7/2021,8/25/2021,SC,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,SC,32.41,8.87,19.23,22.06,14.32,12.38,1.36,38.31,47.01,67.26,56.97,50.62,15.96,8.03,1.29,08/26/2021 UTC,09/27/2021,21079.0,377.0
19_gap,9/28/2021,11/2/2021,SC,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,SC,36.97,8.09,22.83,21.02,12.39,10.7,2.18,26.72,39.15,61.08,47.7,47.97,12.89,5.48,4.34,11/03/2021 UTC,12/02/2021,22277.0,415.0
20_gap,12/3/2021,12/21/2021,SC,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,SC,32.67,8.95,22.8,18.7,12.48,8.01,1.34,36.34,43.12,64.76,49.91,50.87,12.88,6.34,3.71,12/22/2021 UTC,01/24/2022,22961.0,413.0
21_gap,1/25/2022,3/1/2022,SC,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,SC,43.73,11.14,26.99,24.91,13.71,12.17,0.95,20.71,29.11,64.01,37.68,52.43,11.38,8.26,3.96,03/02/2022 UTC,04/04/2022,22234.0,394.0
22_gap,4/5/2022,6/7/2022,SC,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,SC,38.0,7.82,27.22,32.18,13.44,10.46,1.33,23.92,30.69,66.67,30.28,54.62,14.14,7.68,5.27,06/08/2022 UTC,07/06/2022,24141.0,468.0
1,4/16/2020,4/30/2020,SD,32.85,0.68,6.49,3.68,5.09,0.0,0.0,55.83,69.76,73.58,26.97,39.59,6.71,1.72,1.15,04/16/2020 UTC,04/30/2020,19489.0,181.0
1_gap,5/1/2020,5/1/2020,SD,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,SD,34.5,1.86,12.84,10.65,6.29,1.55,0.59,48.66,64.33,65.33,38.33,40.76,10.64,3.26,0.22,05/02/2020 UTC,05/15/2020,20305.0,229.0
3,5/16/2020,6/1/2020,SD,30.52,3.09,17.68,8.28,7.36,3.1,0.0,47.82,59.93,57.69,39.53,36.9,10.27,1.28,1.59,05/16/2020 UTC,06/01/2020,18103.0,178.0
3_gap,6/2/2020,6/11/2020,SD,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,SD,43.65,6.48,26.28,20.99,11.27,9.01,0.94,25.28,48.25,61.52,34.9,56.94,12.16,8.7,1.73,06/12/2020 UTC,06/28/2020,22470.0,298.0
5_gap,6/29/2020,7/9/2020,SD,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,SD,43.85,5.31,29.86,22.78,13.36,11.73,0.14,25.48,41.62,62.13,36.96,55.49,15.73,6.97,4.97,07/10/2020 UTC,07/27/2020,19058.0,256.0
7_gap,7/28/2020,8/6/2020,SD,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,SD,37.09,4.25,22.73,21.25,17.51,11.28,0.47,40.01,45.56,62.13,48.66,50.99,13.81,11.19,3.46,08/07/2020 UTC,08/26/2020,21196.0,184.0
9_gap,8/27/2020,9/2/2020,SD,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,SD,41.03,4.21,18.87,28.86,11.92,10.03,0.33,31.26,34.57,53.83,47.01,59.55,12.39,15.2,5.73,09/04/2020 UTC,09/28/2020,20315.0,160.0
10_gap,9/29/2020,10/1/2020,SD,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,SD,27.12,4.63,18.69,18.79,13.53,6.29,0.33,28.99,42.86,62.97,54.17,55.56,13.82,8.33,2.6,10/02/2020 UTC,11/04/2020,27342.0,447.0
13,11/4/2020,12/1/2020,SD,50.69,4.94,27.0,20.61,3.86,16.68,0.96,38.2,47.7,68.65,61.73,52.02,13.56,7.65,2.98,11/03/2020 UTC,12/01/2020,24017.0,407.0
13_gap,12/2/2020,12/15/2020,SD,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,SD,38.87,7.78,19.01,16.21,12.87,9.32,1.09,35.55,42.66,60.46,60.65,51.44,13.99,5.92,4.36,12/16/2020 UTC,01/11/2021,25640.0,503.0
14_gap,1/12/2021,2/4/2021,SD,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,SD,47.4,7.08,16.68,21.25,7.99,9.17,0.39,36.02,39.76,64.81,63.9,56.66,12.4,7.13,3.4,02/05/2021 UTC,03/01/2021,21500.0,411.0
17,4/1/2021,5/3/2021,SD,43.04,9.07,28.17,24.87,9.83,11.32,1.43,17.89,31.86,61.16,51.16,65.98,15.77,10.4,6.13,04/01/2021 UTC,05/03/2021,21733.0,308.0
17_gap,5/4/2021,6/8/2021,SD,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,SD,42.95,7.25,33.71,34.92,14.78,13.94,1.35,15.01,25.65,58.54,23.55,62.83,21.37,7.69,5.77,06/09/2021 UTC,07/06/2021,20669.0,287.0
18_gap,7/7/2021,8/25/2021,SD,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,SD,40.21,7.29,20.77,26.03,10.89,10.69,1.91,20.24,27.89,56.69,26.58,60.63,22.04,11.26,5.26,08/26/2021 UTC,09/27/2021,21079.0,278.0
19_gap,9/28/2021,11/2/2021,SD,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,SD,42.27,3.61,17.91,16.89,6.31,7.77,2.44,15.9,28.54,61.34,23.73,61.32,16.28,11.98,3.36,11/03/2021 UTC,12/02/2021,22277.0,216.0
20_gap,12/3/2021,12/21/2021,SD,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,SD,39.18,7.28,17.25,20.2,9.38,12.75,0.83,18.52,27.06,55.35,28.66,61.72,18.24,9.86,3.75,12/22/2021 UTC,01/24/2022,22961.0,353.0
21_gap,1/25/2022,3/1/2022,SD,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,SD,40.78,10.64,23.78,27.18,10.97,15.24,1.54,14.81,22.76,53.62,18.53,62.84,15.02,12.3,11.13,03/02/2022 UTC,04/04/2022,22234.0,373.0
22_gap,4/5/2022,6/7/2022,SD,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,SD,36.42,6.3,25.13,22.48,13.7,13.18,2.61,7.59,21.19,50.91,11.76,66.38,20.84,8.94,4.52,06/08/2022 UTC,07/06/2022,24141.0,275.0
1,4/16/2020,4/30/2020,TN,31.79,0.99,7.2,6.89,6.16,0.75,1.37,66.1,76.5,82.09,51.39,28.54,4.88,1.44,0.76,04/16/2020 UTC,04/30/2020,19489.0,436.0
1_gap,5/1/2020,5/1/2020,TN,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,TN,31.69,1.36,8.67,6.72,8.36,2.41,0.39,60.09,68.69,77.3,52.08,35.63,7.91,3.75,1.66,05/02/2020 UTC,05/15/2020,20305.0,456.0
3,5/16/2020,6/1/2020,TN,25.7,2.76,12.15,11.77,8.42,3.48,0.32,58.82,61.22,79.72,52.27,34.41,9.15,2.89,2.44,05/16/2020 UTC,06/01/2020,18103.0,391.0
3_gap,6/2/2020,6/11/2020,TN,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,TN,35.95,3.44,18.32,18.62,12.86,8.35,2.42,43.18,56.77,78.98,55.55,46.61,10.72,7.26,1.85,06/12/2020 UTC,06/28/2020,22470.0,481.0
5_gap,6/29/2020,7/9/2020,TN,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,TN,34.68,6.46,16.03,16.32,10.63,6.28,1.9,42.69,59.11,74.61,64.11,40.96,9.0,4.13,1.89,07/10/2020 UTC,07/27/2020,19058.0,468.0
7_gap,7/28/2020,8/6/2020,TN,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,TN,36.31,3.81,18.2,16.52,13.53,6.9,1.37,44.93,55.88,76.23,70.42,50.49,9.74,7.8,2.44,08/07/2020 UTC,08/26/2020,21196.0,498.0
9_gap,8/27/2020,9/2/2020,TN,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,TN,41.62,6.78,14.09,15.59,10.8,5.75,0.8,46.08,57.05,76.02,70.54,42.09,12.13,4.33,1.45,09/04/2020 UTC,09/28/2020,20315.0,539.0
10_gap,9/29/2020,10/1/2020,TN,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,TN,42.59,7.82,18.36,17.69,12.72,7.76,0.6,46.15,53.07,75.79,69.2,45.41,11.98,3.37,2.28,10/02/2020 UTC,11/04/2020,27342.0,608.0
13,11/4/2020,12/1/2020,TN,35.17,8.08,16.03,16.82,12.41,7.82,1.09,44.18,52.64,71.0,69.83,47.87,9.62,4.8,2.95,11/03/2020 UTC,12/01/2020,24017.0,440.0
13_gap,12/2/2020,12/15/2020,TN,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,TN,29.41,4.43,15.65,13.32,11.66,6.65,1.96,50.2,61.39,72.15,76.07,37.4,9.0,4.09,1.5,12/16/2020 UTC,01/11/2021,25640.0,519.0
14_gap,1/12/2021,2/4/2021,TN,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,TN,32.51,5.81,15.94,16.59,12.67,8.07,1.35,40.59,46.49,69.27,74.2,44.12,10.91,3.78,1.77,02/05/2021 UTC,03/01/2021,21500.0,461.0
17,4/1/2021,5/3/2021,TN,33.94,7.74,16.4,25.09,10.29,7.25,2.56,41.83,48.95,72.42,72.75,45.86,10.47,3.94,1.43,04/01/2021 UTC,05/03/2021,21733.0,438.0
17_gap,5/4/2021,6/8/2021,TN,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,TN,37.83,10.44,25.92,27.27,11.6,11.07,1.59,25.4,29.45,62.41,36.56,57.76,14.17,8.32,4.56,06/09/2021 UTC,07/06/2021,20669.0,444.0
18_gap,7/7/2021,8/25/2021,TN,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,TN,33.32,8.43,21.05,23.73,14.75,8.1,0.96,35.08,44.83,67.06,55.13,46.92,10.29,5.86,2.78,08/26/2021 UTC,09/27/2021,21079.0,416.0
19_gap,9/28/2021,11/2/2021,TN,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,TN,36.85,6.44,22.47,24.42,12.73,9.62,1.55,30.18,41.2,66.68,50.77,56.06,16.2,7.34,3.18,11/03/2021 UTC,12/02/2021,22277.0,438.0
20_gap,12/3/2021,12/21/2021,TN,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,TN,30.25,5.96,22.16,19.37,10.46,10.63,1.44,28.16,36.59,63.47,45.53,51.21,15.05,4.8,2.48,12/22/2021 UTC,01/24/2022,22961.0,470.0
21_gap,1/25/2022,3/1/2022,TN,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,TN,38.29,9.68,26.2,31.75,17.56,12.13,0.93,21.76,28.53,60.35,34.81,56.98,13.68,10.57,4.92,03/02/2022 UTC,04/04/2022,22234.0,481.0
22_gap,4/5/2022,6/7/2022,TN,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,TN,38.22,9.6,27.65,24.45,13.36,12.82,1.57,17.47,24.01,59.87,24.54,54.53,11.65,8.53,5.41,06/08/2022 UTC,07/06/2022,24141.0,511.0
1,4/16/2020,4/30/2020,TX,24.74,0.55,7.29,4.76,6.29,0.24,0.61,69.61,77.18,83.01,58.22,22.46,4.08,0.9,1.5,04/16/2020 UTC,04/30/2020,19489.0,537.0
1_gap,5/1/2020,5/1/2020,TX,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,TX,26.5,1.41,9.94,6.59,2.25,3.49,0.93,66.04,72.87,77.29,62.62,25.92,9.09,1.09,0.39,05/02/2020 UTC,05/15/2020,20305.0,581.0
3,5/16/2020,6/1/2020,TX,28.31,2.52,10.12,9.89,10.31,3.29,1.2,59.04,69.46,78.63,67.34,32.08,6.56,1.26,0.94,05/16/2020 UTC,06/01/2020,18103.0,621.0
3_gap,6/2/2020,6/11/2020,TX,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,TX,32.78,6.43,13.77,15.77,11.49,5.84,2.59,50.58,60.23,76.46,64.21,42.1,10.51,3.89,0.74,06/12/2020 UTC,06/28/2020,22470.0,874.0
5_gap,6/29/2020,7/9/2020,TX,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,TX,30.0,4.9,14.55,12.52,9.29,5.62,4.28,57.84,64.19,76.27,77.72,40.39,10.44,1.59,1.79,07/10/2020 UTC,07/27/2020,19058.0,484.0
7_gap,7/28/2020,8/6/2020,TX,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,TX,32.94,5.79,14.1,11.1,11.48,8.55,2.21,55.97,65.49,75.15,80.99,35.11,8.49,1.63,2.55,08/07/2020 UTC,08/26/2020,21196.0,639.0
9_gap,8/27/2020,9/2/2020,TX,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,TX,39.08,5.85,17.14,15.83,11.38,6.13,1.46,51.67,60.27,77.74,80.43,43.42,10.27,4.11,1.28,09/04/2020 UTC,09/28/2020,20315.0,982.0
10_gap,9/29/2020,10/1/2020,TX,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,TX,43.64,8.19,14.59,15.18,13.93,8.49,3.69,53.5,58.08,75.81,78.92,43.71,12.4,4.02,1.06,10/02/2020 UTC,11/04/2020,27342.0,847.0
13,11/4/2020,12/1/2020,TX,39.38,7.63,13.71,16.91,12.46,7.17,4.16,49.89,54.83,72.78,78.11,40.68,8.79,4.1,1.73,11/03/2020 UTC,12/01/2020,24017.0,683.0
13_gap,12/2/2020,12/15/2020,TX,,,,,,,,,,,,,,,,,,,
14,12/16/2020,1/11/2021,TX,31.65,7.05,17.77,16.83,12.49,8.4,3.07,53.39,58.17,74.69,80.96,40.37,11.28,2.53,1.77,12/16/2020 UTC,01/11/2021,25640.0,560.0
14_gap,1/12/2021,2/4/2021,TX,,,,,,,,,,,,,,,,,,,
16,2/5/2021,3/1/2021,TX,38.82,8.59,14.61,18.39,10.51,7.33,3.21,49.11,57.92,76.69,80.82,39.53,8.19,3.0,3.3,02/05/2021 UTC,03/01/2021,21500.0,533.0
17,4/1/2021,5/3/2021,TX,41.64,10.55,18.54,18.74,11.05,7.67,2.69,44.02,50.82,69.53,73.53,46.43,11.05,4.25,2.55,04/01/2021 UTC,05/03/2021,21733.0,777.0
17_gap,5/4/2021,6/8/2021,TX,,,,,,,,,,,,,,,,,,,
18,6/9/2021,7/6/2021,TX,41.0,13.6,19.86,28.24,12.74,9.54,3.79,37.24,42.39,69.51,58.63,47.9,10.88,5.47,3.74,06/09/2021 UTC,07/06/2021,20669.0,708.0
18_gap,7/7/2021,8/25/2021,TX,,,,,,,,,,,,,,,,,,,
19,8/26/2021,9/27/2021,TX,39.16,9.31,22.94,22.23,9.88,10.9,2.42,38.4,47.7,68.35,67.06,47.3,11.15,5.18,4.06,08/26/2021 UTC,09/27/2021,21079.0,663.0
19_gap,9/28/2021,11/2/2021,TX,,,,,,,,,,,,,,,,,,,
20,11/3/2021,12/2/2021,TX,41.02,13.43,20.99,24.69,11.12,7.84,2.8,33.5,40.36,66.77,55.7,52.75,13.13,5.53,2.83,11/03/2021 UTC,12/02/2021,22277.0,958.0
20_gap,12/3/2021,12/21/2021,TX,,,,,,,,,,,,,,,,,,,
21,12/22/2021,1/24/2022,TX,35.87,9.4,18.31,21.83,8.24,8.28,2.69,35.8,47.96,63.15,57.37,47.75,13.69,4.49,2.96,12/22/2021 UTC,01/24/2022,22961.0,721.0
21_gap,1/25/2022,3/1/2022,TX,,,,,,,,,,,,,,,,,,,
22,3/2/2022,4/4/2022,TX,40.86,10.92,23.32,27.82,13.26,13.29,2.46,19.14,26.63,60.74,40.69,51.74,13.57,7.48,7.31,03/02/2022 UTC,04/04/2022,22234.0,583.0
22_gap,4/5/2022,6/7/2022,TX,,,,,,,,,,,,,,,,,,,
23,6/8/2022,7/6/2022,TX,41.53,12.52,20.56,27.52,16.8,9.5,3.43,23.63,27.97,60.92,34.75,55.66,16.66,7.93,3.45,06/08/2022 UTC,07/06/2022,24141.0,643.0
1,4/16/2020,4/30/2020,UT,36.93,1.24,14.07,10.53,8.46,1.51,4.42,56.96,71.23,80.19,36.7,30.84,7.33,2.67,0.07,04/16/2020 UTC,04/30/2020,19489.0,410.0
1_gap,5/1/2020,5/1/2020,UT,,,,,,,,,,,,,,,,,,,
2,5/2/2020,5/15/2020,UT,34.49,2.54,15.43,11.5,5.93,0.0,1.17,51.97,63.1,78.57,43.06,38.07,9.84,1.14,1.71,05/02/2020 UTC,05/15/2020,20305.0,314.0
3,5/16/2020,6/1/2020,UT,29.53,3.41,18.69,10.85,6.68,0.56,0.87,52.9,61.84,79.33,44.78,46.18,11.85,3.76,2.47,05/16/2020 UTC,06/01/2020,18103.0,273.0
3_gap,6/2/2020,6/11/2020,UT,,,,,,,,,,,,,,,,,,,
5,6/12/2020,6/28/2020,UT,37.03,7.16,21.6,15.08,8.86,3.65,5.48,37.63,48.72,70.49,51.68,56.58,14.99,5.04,2.93,06/12/2020 UTC,06/28/2020,22470.0,345.0
5_gap,6/29/2020,7/9/2020,UT,,,,,,,,,,,,,,,,,,,
7,7/10/2020,4/27/2020,UT,43.7,7.82,21.64,14.22,11.01,4.36,3.75,49.94,57.17,77.99,70.58,48.0,12.6,6.39,2.57,07/10/2020 UTC,07/27/2020,19058.0,441.0
7_gap,7/28/2020,8/6/2020,UT,,,,,,,,,,,,,,,,,,,
9,8/7/2020,8/29/2020,UT,41.48,10.89,31.35,20.82,19.87,10.25,5.01,33.34,50.6,73.47,65.22,52.88,12.71,5.53,1.66,08/07/2020 UTC,08/26/2020,21196.0,271.0
9_gap,8/27/2020,9/2/2020,UT,,,,,,,,,,,,,,,,,,,
10,9/4/2020,9/28/2020,UT,45.1,7.69,23.59,20.16,14.43,9.14,1.89,38.38,45.38,73.37,74.42,58.18,13.06,8.28,3.16,09/04/2020 UTC,09/28/2020,20315.0,417.0
10_gap,9/29/2020,10/1/2020,UT,,,,,,,,,,,,,,,,,,,
11_12,10/2/2020,11/3/2020,UT,43.28,7.79,19.2,17.62,10.1,9.39,2.5,37.94,47.22,72.6,70.29,50.21,10.45,5.13,2.82,10/02/2020 UTC,11/04/2020,27342.0,435.0
13,11/4/2020,12/1/2020,UT,44.33,9.72,19.97,16.09,12.21,5.35,3.68,47.02,51.83,68.95,74.35,48.76,16.01,3.13,1.03,11/03/2020 UTC,12/01/2020,24017.0,403.0
13_gap,12/2/2020,12/15/2020,UT,,,,,,,,,,,,,,,,,,,
