Wave,month_intervals,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
interpolation,month_end,2020-06-30,16,4,3,Maine,10
gap5_7,from wave,2020-07-09,11,7,5,Maine,11
interpolation,mid_month,2020-07-15,14,9,4,Maine,12
7,from wave,2020-07-26,16,7,2,Maine,13
interpolation,month_end,2020-07-31,17,8,4,Maine,14
gap7_9,from wave,2020-08-06,15,6,3,Maine,15
interpolation,mid_month,2020-08-15,12,3,2,Maine,16
9,from wave,2020-08-26,12,5,4,Maine,17
interpolation,month_end,2020-08-31,9,5,1,Maine,18
gap9_10,from wave,2020-09-03,9,6,1,Maine,19
interpolation,mid_month,2020-09-15,9,4,2,Maine,20
10,month_end,2020-09-30,9,4,1,Maine,21
interpolation,mid_month,2020-10-15,7,2,1,Maine,22
11,from wave,2020-10-23,6,4,2,Maine,23
interpolation,month_end,2020-10-31,5,1,0,Maine,24
12,from wave,2020-11-14,19,16,12,Maine,25
interpolation,mid_month,2020-11-15,19,16,12,Maine,26
13,month_end,2020-11-30,45,26,15,Maine,27
gap13_14,mid_month,2020-12-15,96,65,32,Maine,28
interpolation,month_end,2020-12-31,140,67,23,Maine,29
14,from wave,2021-01-12,181,112,77,Maine,30
interpolation,mid_month,2021-01-15,196,114,76,Maine,31
interpolation,month_end,2021-01-31,243,83,46,Maine,32
gap14_16,from wave,2021-02-04,266,97,65,Maine,33
interpolation,mid_month,2021-02-15,172,59,14,Maine,34
16,month_end,2021-02-28,135,55,44,Maine,35
interpolation,mid_month,2021-03-15,81,21,18,Maine,36
gap16_17,month_end,2021-03-31,35,13,7,Maine,37
interpolation,mid_month,2021-04-15,32,14,10,Maine,38
interpolation,month_end,2021-04-30,44,24,13,Maine,39
17,from wave,2021-05-03,45,24,17,Maine,40
interpolation,mid_month,2021-05-15,42,15,5,Maine,41
interpolation,month_end,2021-05-31,41,23,5,Maine,42
gap17_18,from wave,2021-06-08,44,17,14,Maine,43
interpolation,mid_month,2021-06-15,44,20,6,Maine,44
interpolation,month_end,2021-06-30,33,10,4,Maine,45
18,mid_month,2021-07-15,22,9,6,Maine,46
interpolation,month_end,2021-07-31,41,21,8,Maine,47
interpolation,mid_month,2021-08-15,27,4,3,Maine,48
gap18_19,from wave,2021-08-25,27,23,17,Maine,49
interpolation,month_end,2021-08-31,30,26,6,Maine,50
interpolation,mid_month,2021-09-15,65,37,29,Maine,51
19,from wave,2021-09-28,84,53,30,Maine,52
interpolation,month_end,2021-09-30,92,46,15,Maine,53
interpolation,mid_month,2021-10-15,119,66,22,Maine,54
interpolation,month_end,2021-10-31,145,72,45,Maine,55
gap19_20,from wave,2021-11-02,142,73,46,Maine,56
interpolation,mid_month,2021-11-15,137,63,23,Maine,57
interpolation,month_end,2021-11-30,140,77,35,Maine,58
20,from wave,2021-12-02,159,84,24,Maine,59
interpolation,mid_month,2021-12-15,146,52,28,Maine,60
gap20_21,from wave,2021-12-21,170,105,74,Maine,61
interpolation,month_end,2021-12-31,203,122,55,Maine,62
interpolation,mid_month,2022-01-15,266,113,45,Maine,63
21,from wave,2022-01-25,223,95,40,Maine,64
interpolation,month_end,2022-01-31,207,80,40,Maine,65
interpolation,mid_month,2022-02-15,170,90,24,Maine,66
interpolation,month_end,2022-02-28,331,236,104,Maine,67
gap21_22,from wave,2022-03-01,326,236,104,Maine,68
interpolation,mid_month,2022-03-15,317,81,9,Maine,69
interpolation,month_end,2022-03-31,137,34,11,Maine,70
22,from wave,2022-04-09,85,28,19,Maine,71
interpolation,mid_month,2022-04-15,129,74,57,Maine,72
interpolation,month_end,2022-04-30,82,7,3,Maine,73
interpolation,mid_month,2022-05-15,60,50,11,Maine,74
interpolation,month_end,2022-05-31,60,10,3,Maine,75
gap22_23,from wave,2022-06-07,57,39,36,Maine,76
interpolation,mid_month,2022-06-15,69,59,5,Maine,77
interpolation,month_end,2022-06-30,67,7,4,Maine,78
23,from wave,2022-07-06,42,16,11,Maine,79
interpolation,mid_month,2022-07-15,59,49,11,Maine,80
interpolation,month_end,2022-07-31,52,3,2,Maine,81
gap23_24,from wave,2022-08-10,32,28,23,Maine,82
interpolation,mid_month,2022-08-15,29,26,0,Maine,83
interpolation,month_end,2022-08-31,43,15,7,Maine,84
24,from wave,2022-09-11,58,43,38,Maine,85
interpolation,mid_month,2022-09-15,68,49,37,Maine,86
interpolation,month_end,2022-09-30,67,13,8,Maine,87
gap24_25,from wave,2022-10-05,71,15,9,Maine,88
interpolation,mid_month,2022-10-15,63,44,18,Maine,89
interpolation,month_end,2022-10-31,68,23,13,Maine,90
25,from wave,2022-11-09,87,60,45,Maine,91
interpolation,mid_month,2022-11-15,87,62,33,Maine,92
interpolation,month_end,2022-11-30,74,8,4,Maine,93
interpolation,mid_month,2022-12-15,65,55,25,Maine,94
gap25_26,from wave,2022-12-21,59,37,1,Maine,95
interpolation,month_end,2022-12-31,55,0,0,Maine,96
interpolation,mid_month,2023-01-15,0,0,0,Maine,97
26,from wave,2023-01-17,0,0,0,Maine,98
interpolation,month_end,2023-01-31,0,0,0,Maine,99
interpolation,mid_month,2023-02-15,0,0,0,Maine,100
interpolation,month_end,2023-02-28,0,0,0,Maine,101
interpolation,mid_month,2023-03-15,0,0,0,Maine,102
interpolation,month_end,2023-03-31,0,0,0,Maine,103
gap26_27,from wave,2023-04-04,0,0,0,Maine,104
interpolation,mid_month,2023-04-15,0,0,0,Maine,105
interpolation,month_end,2023-04-30,0,0,0,Maine,106
27,from wave,2023-05-05,0,0,0,Maine,107
interpolation,mid_month,2023-05-15,0,0,0,Maine,108
interpolation,month_end,2023-05-31,0,0,0,Maine,109
interpolation,month_end,2020-03-31,0,0,0,Maryland,0
interpolation,mid_month,2020-04-15,302,302,302,Maryland,1
1,month_end,2020-04-30,1078,767,380,Maryland,2
interpolation,mid_month,2020-05-15,1564,726,363,Maryland,3
2,from wave,2020-05-21,1541,686,314,Maryland,4
interpolation,month_end,2020-05-31,1369,552,266,Maryland,5
3,from wave,2020-06-01,1452,540,255,Maryland,6
gap3_5,from wave,2020-06-11,1161,452,203,Maryland,7
interpolation,mid_month,2020-06-15,1028,407,190,Maryland,8
5,from wave,2020-06-28,729,231,105,Maryland,9
interpolation,month_end,2020-06-30,666,228,101,Maryland,10
gap5_7,from wave,2020-07-09,499,167,70,Maryland,11
interpolation,mid_month,2020-07-15,395,144,68,Maryland,12
7,from wave,2020-07-26,304,123,65,Maryland,13
interpolation,month_end,2020-07-31,298,141,79,Maryland,14
gap7_9,from wave,2020-08-06,290,131,58,Maryland,15
interpolation,mid_month,2020-08-15,290,138,66,Maryland,16
9,from wave,2020-08-26,267,103,57,Maryland,17
interpolation,month_end,2020-08-31,259,113,61,Maryland,18
gap9_10,from wave,2020-09-03,243,105,49,Maryland,19
interpolation,mid_month,2020-09-15,203,84,35,Maryland,20
10,month_end,2020-09-30,194,97,51,Maryland,21
interpolation,mid_month,2020-10-15,183,73,49,Maryland,22
11,from wave,2020-10-23,175,91,42,Maryland,23
interpolation,month_end,2020-10-31,188,105,59,Maryland,24
12,from wave,2020-11-14,251,136,79,Maryland,25
interpolation,mid_month,2020-11-15,265,146,92,Maryland,26
13,month_end,2020-11-30,488,323,191,Maryland,27
gap13_14,mid_month,2020-12-15,849,501,277,Maryland,28
interpolation,month_end,2020-12-31,1207,578,280,Maryland,29
14,from wave,2021-01-12,1201,561,274,Maryland,30
interpolation,mid_month,2021-01-15,1243,554,276,Maryland,31
interpolation,month_end,2021-01-31,1212,566,270,Maryland,32
gap14_16,from wave,2021-02-04,1193,531,224,Maryland,33
interpolation,mid_month,2021-02-15,1060,427,205,Maryland,34
16,month_end,2021-02-28,819,320,159,Maryland,35
interpolation,mid_month,2021-03-15,545,179,93,Maryland,36
gap16_17,month_end,2021-03-31,404,193,78,Maryland,37
interpolation,mid_month,2021-04-15,438,207,104,Maryland,38
interpolation,month_end,2021-04-30,445,206,93,Maryland,39
17,from wave,2021-05-03,457,214,115,Maryland,40
interpolation,mid_month,2021-05-15,415,164,75,Maryland,41
interpolation,month_end,2021-05-31,863,678,600,Maryland,42
gap17_18,from wave,2021-06-08,806,627,35,Maryland,43
interpolation,mid_month,2021-06-15,763,74,39,Maryland,44
interpolation,month_end,2021-06-30,133,51,25,Maryland,45
18,mid_month,2021-07-15,81,28,14,Maryland,46
interpolation,month_end,2021-07-31,77,40,17,Maryland,47
interpolation,mid_month,2021-08-15,114,62,38,Maryland,48
gap18_19,from wave,2021-08-25,149,87,57,Maryland,49
interpolation,month_end,2021-08-31,179,108,56,Maryland,50
interpolation,mid_month,2021-09-15,314,191,111,Maryland,51
19,from wave,2021-09-28,412,206,132,Maryland,52
interpolation,month_end,2021-09-30,422,209,94,Maryland,53
interpolation,mid_month,2021-10-15,459,222,114,Maryland,54
interpolation,month_end,2021-10-31,440,179,86,Maryland,55
gap19_20,from wave,2021-11-02,434,186,97,Maryland,56
interpolation,mid_month,2021-11-15,379,166,87,Maryland,57
interpolation,month_end,2021-11-30,308,122,61,Maryland,58
20,from wave,2021-12-02,312,134,72,Maryland,59
interpolation,mid_month,2021-12-15,194,49,0,Maryland,60
gap20_21,from wave,2021-12-21,144,0,0,Maryland,61
interpolation,month_end,2021-12-31,552,503,503,Maryland,62
interpolation,mid_month,2022-01-15,1296,793,444,Maryland,63
21,from wave,2022-01-25,1903,900,440,Maryland,64
interpolation,month_end,2022-01-31,1707,799,342,Maryland,65
interpolation,mid_month,2022-02-15,1317,441,180,Maryland,66
interpolation,month_end,2022-02-28,732,202,108,Maryland,67
gap21_22,from wave,2022-03-01,690,197,111,Maryland,68
interpolation,mid_month,2022-03-15,358,141,75,Maryland,69
interpolation,month_end,2022-03-31,221,63,32,Maryland,70
22,from wave,2022-04-09,153,53,24,Maryland,71
interpolation,mid_month,2022-04-15,124,50,27,Maryland,72
interpolation,month_end,2022-04-30,113,58,34,Maryland,73
interpolation,mid_month,2022-05-15,125,64,34,Maryland,74
interpolation,month_end,2022-05-31,138,70,39,Maryland,75
gap22_23,from wave,2022-06-07,148,79,40,Maryland,76
interpolation,mid_month,2022-06-15,174,97,43,Maryland,77
interpolation,month_end,2022-06-30,190,82,32,Maryland,78
23,from wave,2022-07-06,176,76,27,Maryland,79
interpolation,mid_month,2022-07-15,173,78,39,Maryland,80
interpolation,month_end,2022-07-31,184,96,61,Maryland,81
gap23_24,from wave,2022-08-10,195,88,35,Maryland,82
interpolation,mid_month,2022-08-15,182,86,48,Maryland,83
interpolation,month_end,2022-08-31,202,91,49,Maryland,84
24,from wave,2022-09-11,194,96,48,Maryland,85
interpolation,mid_month,2022-09-15,222,97,58,Maryland,86
interpolation,month_end,2022-09-30,215,96,43,Maryland,87
gap24_25,from wave,2022-10-05,213,83,36,Maryland,88
interpolation,mid_month,2022-10-15,184,70,46,Maryland,89
interpolation,month_end,2022-10-31,151,81,44,Maryland,90
25,from wave,2022-11-09,170,63,26,Maryland,91
interpolation,mid_month,2022-11-15,149,60,25,Maryland,92
interpolation,month_end,2022-11-30,174,81,39,Maryland,93
interpolation,mid_month,2022-12-15,212,96,45,Maryland,94
gap25_26,from wave,2022-12-21,190,74,24,Maryland,95
interpolation,month_end,2022-12-31,115,0,0,Maryland,96
interpolation,mid_month,2023-01-15,8,0,0,Maryland,97
26,from wave,2023-01-17,0,0,0,Maryland,98
interpolation,month_end,2023-01-31,0,0,0,Maryland,99
interpolation,mid_month,2023-02-15,0,0,0,Maryland,100
interpolation,month_end,2023-02-28,0,0,0,Maryland,101
interpolation,mid_month,2023-03-15,0,0,0,Maryland,102
interpolation,month_end,2023-03-31,0,0,0,Maryland,103
gap26_27,from wave,2023-04-04,0,0,0,Maryland,104
interpolation,mid_month,2023-04-15,0,0,0,Maryland,105
interpolation,month_end,2023-04-30,0,0,0,Maryland,106
27,from wave,2023-05-05,0,0,0,Maryland,107
interpolation,mid_month,2023-05-15,0,0,0,Maryland,108
interpolation,month_end,2023-05-31,0,0,0,Maryland,109
interpolation,month_end,2020-03-31,0,0,0,Massachusetts,0
interpolation,mid_month,2020-04-15,844,844,844,Massachusetts,1
1,month_end,2020-04-30,3405,2297,1223,Massachusetts,2
interpolation,mid_month,2020-05-15,4638,1920,930,Massachusetts,3
2,from wave,2020-05-21,4360,1646,751,Massachusetts,4
interpolation,month_end,2020-05-31,3206,1063,464,Massachusetts,5
3,from wave,2020-06-01,3130,1049,474,Massachusetts,6
gap3_5,from wave,2020-06-11,2346,907,302,Massachusetts,7
interpolation,mid_month,2020-06-15,2032,778,308,Massachusetts,8
5,from wave,2020-06-28,1400,464,213,Massachusetts,9
interpolation,month_end,2020-06-30,1326,447,221,Massachusetts,10
gap5_7,from wave,2020-07-09,890,306,190,Massachusetts,11
interpolation,mid_month,2020-07-15,716,287,127,Massachusetts,12
7,from wave,2020-07-26,548,200,91,Massachusetts,13
interpolation,month_end,2020-07-31,527,200,96,Massachusetts,14
gap7_9,from wave,2020-08-06,461,191,79,Massachusetts,15
interpolation,mid_month,2020-08-15,442,201,101,Massachusetts,16
9,from wave,2020-08-26,-220,-442,-539,Massachusetts,17
interpolation,month_end,2020-08-31,-278,-507,35,Massachusetts,18
gap9_10,from wave,2020-09-03,-307,61,27,Massachusetts,19
interpolation,mid_month,2020-09-15,-439,54,27,Massachusetts,20
10,month_end,2020-09-30,109,51,24,Massachusetts,21
interpolation,mid_month,2020-10-15,130,69,39,Massachusetts,22
11,from wave,2020-10-23,163,98,54,Massachusetts,23
interpolation,month_end,2020-10-31,215,125,69,Massachusetts,24
12,from wave,2020-11-14,318,172,94,Massachusetts,25
interpolation,mid_month,2020-11-15,325,179,96,Massachusetts,26
13,month_end,2020-11-30,464,262,148,Massachusetts,27
gap13_14,mid_month,2020-12-15,801,501,287,Massachusetts,28
interpolation,month_end,2020-12-31,1303,708,390,Massachusetts,29
14,from wave,2021-01-12,1604,877,444,Massachusetts,30
interpolation,mid_month,2021-01-15,1683,846,431,Massachusetts,31
interpolation,month_end,2021-01-31,1724,751,341,Massachusetts,32
gap14_16,from wave,2021-02-04,1620,646,264,Massachusetts,33
interpolation,mid_month,2021-02-15,1523,685,314,Massachusetts,34
16,month_end,2021-02-28,1208,398,176,Massachusetts,35
interpolation,mid_month,2021-03-15,706,241,100,Massachusetts,36
gap16_17,month_end,2021-03-31,451,192,89,Massachusetts,37
interpolation,mid_month,2021-04-15,383,172,89,Massachusetts,38
interpolation,month_end,2021-04-30,335,144,68,Massachusetts,39
17,from wave,2021-05-03,323,147,69,Massachusetts,40
interpolation,mid_month,2021-05-15,289,122,64,Massachusetts,41
interpolation,month_end,2021-05-31,245,112,48,Massachusetts,42
gap17_18,from wave,2021-06-08,217,85,39,Massachusetts,43
interpolation,mid_month,2021-06-15,184,67,28,Massachusetts,44
interpolation,month_end,2021-06-30,107,38,13,Massachusetts,45
18,mid_month,2021-07-15,62,21,7,Massachusetts,46
interpolation,month_end,2021-07-31,105,58,31,Massachusetts,47
interpolation,mid_month,2021-08-15,117,58,46,Massachusetts,48
gap18_19,from wave,2021-08-25,141,83,40,Massachusetts,49
interpolation,month_end,2021-08-31,152,88,55,Massachusetts,50
interpolation,mid_month,2021-09-15,251,140,99,Massachusetts,51
19,from wave,2021-09-28,326,181,94,Massachusetts,52
interpolation,month_end,2021-09-30,355,183,92,Massachusetts,53
interpolation,mid_month,2021-10-15,412,190,82,Massachusetts,54
interpolation,month_end,2021-10-31,355,150,75,Massachusetts,55
gap19_20,from wave,2021-11-02,330,145,62,Massachusetts,56
interpolation,mid_month,2021-11-15,305,155,71,Massachusetts,57
interpolation,month_end,2021-11-30,357,178,88,Massachusetts,58
20,from wave,2021-12-02,402,183,96,Massachusetts,59
interpolation,mid_month,2021-12-15,525,295,147,Massachusetts,60
gap20_21,from wave,2021-12-21,558,327,187,Massachusetts,61
interpolation,month_end,2021-12-31,774,411,207,Massachusetts,62
interpolation,mid_month,2022-01-15,1164,664,354,Massachusetts,63
21,from wave,2022-01-25,1411,835,530,Massachusetts,64
interpolation,month_end,2022-01-31,1616,952,503,Massachusetts,65
interpolation,mid_month,2022-02-15,1793,767,352,Massachusetts,66
interpolation,month_end,2022-02-28,1292,508,241,Massachusetts,67
gap21_22,from wave,2022-03-01,1322,481,271,Massachusetts,68
interpolation,mid_month,2022-03-15,875,337,150,Massachusetts,69
interpolation,month_end,2022-03-31,454,86,40,Massachusetts,70
22,from wave,2022-04-09,214,71,28,Massachusetts,71
interpolation,mid_month,2022-04-15,172,64,28,Massachusetts,72
interpolation,month_end,2022-04-30,165,87,41,Massachusetts,73
interpolation,mid_month,2022-05-15,224,130,59,Massachusetts,74
interpolation,month_end,2022-05-31,311,165,80,Massachusetts,75
gap22_23,from wave,2022-06-07,336,176,96,Massachusetts,76
interpolation,mid_month,2022-06-15,396,195,97,Massachusetts,77
interpolation,month_end,2022-06-30,358,132,58,Massachusetts,78
23,from wave,2022-07-06,307,135,60,Massachusetts,79
interpolation,mid_month,2022-07-15,279,124,54,Massachusetts,80
interpolation,month_end,2022-07-31,232,108,49,Massachusetts,81
gap23_24,from wave,2022-08-10,189,97,48,Massachusetts,82
interpolation,mid_month,2022-08-15,217,109,61,Massachusetts,83
interpolation,month_end,2022-08-31,214,105,48,Massachusetts,84
24,from wave,2022-09-11,251,146,73,Massachusetts,85
interpolation,mid_month,2022-09-15,251,146,73,Massachusetts,86
interpolation,month_end,2022-09-30,316,118,60,Massachusetts,87
gap24_25,from wave,2022-10-05,243,118,60,Massachusetts,88
interpolation,mid_month,2022-10-15,305,135,70,Massachusetts,89
interpolation,month_end,2022-10-31,317,182,100,Massachusetts,90
25,from wave,2022-11-09,335,183,83,Massachusetts,91
interpolation,mid_month,2022-11-15,368,186,103,Massachusetts,92
interpolation,month_end,2022-11-30,374,188,94,Massachusetts,93
interpolation,mid_month,2022-12-15,365,177,86,Massachusetts,94
gap25_26,from wave,2022-12-21,380,195,109,Massachusetts,95
interpolation,month_end,2022-12-31,286,0,0,Massachusetts,96
interpolation,mid_month,2023-01-15,0,0,0,Massachusetts,97
26,from wave,2023-01-17,0,0,0,Massachusetts,98
interpolation,month_end,2023-01-31,0,0,0,Massachusetts,99
interpolation,mid_month,2023-02-15,0,0,0,Massachusetts,100
interpolation,month_end,2023-02-28,0,0,0,Massachusetts,101
interpolation,mid_month,2023-03-15,0,0,0,Massachusetts,102
interpolation,month_end,2023-03-31,0,0,0,Massachusetts,103
gap26_27,from wave,2023-04-04,0,0,0,Massachusetts,104
interpolation,mid_month,2023-04-15,0,0,0,Massachusetts,105
interpolation,month_end,2023-04-30,0,0,0,Massachusetts,106
27,from wave,2023-05-05,0,0,0,Massachusetts,107
interpolation,mid_month,2023-05-15,0,0,0,Massachusetts,108
interpolation,month_end,2023-05-31,0,0,0,Massachusetts,109
interpolation,month_end,2020-03-31,0,0,0,Michigan,0
interpolation,mid_month,2020-04-15,1768,1768,1768,Michigan,1
1,month_end,2020-04-30,3670,1749,857,Michigan,2
interpolation,mid_month,2020-05-15,3019,998,442,Michigan,3
2,from wave,2020-05-21,2592,804,346,Michigan,4
interpolation,month_end,2020-05-31,1675,583,241,Michigan,5
3,from wave,2020-06-01,1625,600,263,Michigan,6
gap3_5,from wave,2020-06-11,1371,621,385,Michigan,7
interpolation,mid_month,2020-06-15,1191,525,118,Michigan,8
5,from wave,2020-06-28,781,140,66,Michigan,9
interpolation,month_end,2020-06-30,697,143,64,Michigan,10
gap5_7,from wave,2020-07-09,346,148,64,Michigan,11
interpolation,mid_month,2020-07-15,310,133,75,Michigan,12
7,from wave,2020-07-26,267,87,36,Michigan,13
interpolation,month_end,2020-07-31,250,95,48,Michigan,14
gap7_9,from wave,2020-08-06,257,90,56,Michigan,15
interpolation,mid_month,2020-08-15,236,116,42,Michigan,16
9,from wave,2020-08-26,284,151,76,Michigan,17
interpolation,month_end,2020-08-31,298,156,89,Michigan,18
gap9_10,from wave,2020-09-03,314,163,91,Michigan,19
interpolation,mid_month,2020-09-15,335,168,111,Michigan,20
10,month_end,2020-09-30,324,140,75,Michigan,21
interpolation,mid_month,2020-10-15,347,185,99,Michigan,22
11,from wave,2020-10-23,467,271,162,Michigan,23
interpolation,month_end,2020-10-31,582,348,181,Michigan,24
12,from wave,2020-11-14,1040,643,428,Michigan,25
interpolation,mid_month,2020-11-15,1074,677,431,Michigan,26
13,month_end,2020-11-30,1802,1091,592,Michigan,27
gap13_14,mid_month,2020-12-15,2913,1725,867,Michigan,28
interpolation,month_end,2020-12-31,3454,1430,603,Michigan,29
14,from wave,2021-01-12,2997,1438,801,Michigan,30
interpolation,mid_month,2021-01-15,3016,1493,638,Michigan,31
interpolation,month_end,2021-01-31,2507,856,344,Michigan,32
gap14_16,from wave,2021-02-04,2253,874,330,Michigan,33
interpolation,mid_month,2021-02-15,1569,594,265,Michigan,34
16,month_end,2021-02-28,1106,389,166,Michigan,35
interpolation,mid_month,2021-03-15,742,261,111,Michigan,36
gap16_17,month_end,2021-03-31,600,303,176,Michigan,37
interpolation,mid_month,2021-04-15,915,575,321,Michigan,38
interpolation,month_end,2021-04-30,1608,899,465,Michigan,39
17,from wave,2021-05-03,1699,959,484,Michigan,40
interpolation,mid_month,2021-05-15,1984,925,425,Michigan,41
interpolation,month_end,2021-05-31,1623,586,236,Michigan,42
gap17_18,from wave,2021-06-08,1223,446,224,Michigan,43
interpolation,mid_month,2021-06-15,997,411,187,Michigan,44
interpolation,month_end,2021-06-30,620,179,84,Michigan,45
18,mid_month,2021-07-15,305,93,61,Michigan,46
interpolation,month_end,2021-07-31,189,79,42,Michigan,47
interpolation,mid_month,2021-08-15,192,96,63,Michigan,48
