Wave,month_intervals,End_Date,death_agg30,death_agg14,death_agg7,State,new_ind
gap26_27,from wave,2023-04-04,0,0,0,Oregon,104
interpolation,mid_month,2023-04-15,0,0,0,Oregon,105
interpolation,month_end,2023-04-30,0,0,0,Oregon,106
27,from wave,2023-05-05,0,0,0,Oregon,107
interpolation,mid_month,2023-05-15,0,0,0,Oregon,108
interpolation,month_end,2023-05-31,0,0,0,Oregon,109
interpolation,month_end,2020-03-31,0,0,0,Pennsylvania,0
interpolation,mid_month,2020-04-15,716,716,716,Pennsylvania,1
1,month_end,2020-04-30,2432,1629,717,Pennsylvania,2
interpolation,mid_month,2020-05-15,3595,1782,683,Pennsylvania,3
2,from wave,2020-05-21,3398,1407,665,Pennsylvania,4
interpolation,month_end,2020-05-31,3025,1049,414,Pennsylvania,5
3,from wave,2020-06-01,2879,1050,408,Pennsylvania,6
gap3_5,from wave,2020-06-11,2197,776,311,Pennsylvania,7
interpolation,mid_month,2020-06-15,1784,655,275,Pennsylvania,8
5,from wave,2020-06-28,1218,391,185,Pennsylvania,9
interpolation,month_end,2020-06-30,1071,369,189,Pennsylvania,10
gap5_7,from wave,2020-07-09,853,289,122,Pennsylvania,11
interpolation,mid_month,2020-07-15,712,278,146,Pennsylvania,12
7,from wave,2020-07-26,562,227,105,Pennsylvania,13
interpolation,month_end,2020-07-31,536,207,100,Pennsylvania,14
gap7_9,from wave,2020-08-06,496,176,83,Pennsylvania,15
interpolation,mid_month,2020-08-15,474,230,138,Pennsylvania,16
9,from wave,2020-08-26,458,242,109,Pennsylvania,17
interpolation,month_end,2020-08-31,454,204,99,Pennsylvania,18
gap9_10,from wave,2020-09-03,481,194,89,Pennsylvania,19
interpolation,mid_month,2020-09-15,403,196,86,Pennsylvania,20
10,month_end,2020-09-30,443,241,99,Pennsylvania,21
interpolation,mid_month,2020-10-15,534,260,142,Pennsylvania,22
11,from wave,2020-10-23,570,305,161,Pennsylvania,23
interpolation,month_end,2020-10-31,639,334,163,Pennsylvania,24
12,from wave,2020-11-14,819,440,250,Pennsylvania,25
interpolation,mid_month,2020-11-15,839,457,256,Pennsylvania,26
13,month_end,2020-11-30,1547,1025,489,Pennsylvania,27
gap13_14,mid_month,2020-12-15,3325,2223,1235,Pennsylvania,28
interpolation,month_end,2020-12-31,5385,2597,1230,Pennsylvania,29
14,from wave,2021-01-12,5503,2758,1460,Pennsylvania,30
interpolation,mid_month,2021-01-15,5957,2754,1533,Pennsylvania,31
interpolation,month_end,2021-01-31,5568,2375,1071,Pennsylvania,32
gap14_16,from wave,2021-02-04,5529,2080,850,Pennsylvania,33
interpolation,mid_month,2021-02-15,4086,1439,635,Pennsylvania,34
16,month_end,2021-02-28,2621,852,357,Pennsylvania,35
interpolation,mid_month,2021-03-15,1552,532,171,Pennsylvania,36
gap16_17,month_end,2021-03-31,1048,365,207,Pennsylvania,37
interpolation,mid_month,2021-04-15,938,432,237,Pennsylvania,38
interpolation,month_end,2021-04-30,1133,607,289,Pennsylvania,39
17,from wave,2021-05-03,1110,570,271,Pennsylvania,40
interpolation,mid_month,2021-05-15,1185,497,236,Pennsylvania,41
interpolation,month_end,2021-05-31,1000,429,205,Pennsylvania,42
gap17_18,from wave,2021-06-08,859,333,146,Pennsylvania,43
interpolation,mid_month,2021-06-15,763,276,130,Pennsylvania,44
interpolation,month_end,2021-06-30,461,156,66,Pennsylvania,45
18,mid_month,2021-07-15,282,94,54,Pennsylvania,46
interpolation,month_end,2021-07-31,172,64,30,Pennsylvania,47
interpolation,mid_month,2021-08-15,184,116,66,Pennsylvania,48
gap18_19,from wave,2021-08-25,271,184,105,Pennsylvania,49
interpolation,month_end,2021-08-31,364,248,138,Pennsylvania,50
interpolation,mid_month,2021-09-15,685,416,243,Pennsylvania,51
19,from wave,2021-09-28,946,583,287,Pennsylvania,52
interpolation,month_end,2021-09-30,1109,627,325,Pennsylvania,53
interpolation,mid_month,2021-10-15,1685,936,522,Pennsylvania,54
interpolation,month_end,2021-10-31,2013,995,451,Pennsylvania,55
gap19_20,from wave,2021-11-02,1969,932,479,Pennsylvania,56
interpolation,mid_month,2021-11-15,1977,943,498,Pennsylvania,57
interpolation,month_end,2021-11-30,1895,897,377,Pennsylvania,58
20,from wave,2021-12-02,2066,888,420,Pennsylvania,59
interpolation,mid_month,2021-12-15,2336,1310,624,Pennsylvania,60
gap20_21,from wave,2021-12-21,2507,1456,800,Pennsylvania,61
interpolation,month_end,2021-12-31,3218,1544,679,Pennsylvania,62
interpolation,mid_month,2022-01-15,3436,1721,904,Pennsylvania,63
21,from wave,2022-01-25,3510,1874,941,Pennsylvania,64
interpolation,month_end,2022-01-31,3858,1944,1025,Pennsylvania,65
interpolation,mid_month,2022-02-15,3636,1666,662,Pennsylvania,66
interpolation,month_end,2022-02-28,2821,1012,426,Pennsylvania,67
gap21_22,from wave,2022-03-01,2668,969,427,Pennsylvania,68
interpolation,mid_month,2022-03-15,1642,629,245,Pennsylvania,69
interpolation,month_end,2022-03-31,1044,298,145,Pennsylvania,70
22,from wave,2022-04-09,674,224,109,Pennsylvania,71
interpolation,mid_month,2022-04-15,555,189,73,Pennsylvania,72
interpolation,month_end,2022-04-30,403,189,71,Pennsylvania,73
interpolation,mid_month,2022-05-15,350,137,81,Pennsylvania,74
interpolation,month_end,2022-05-31,470,333,249,Pennsylvania,75
gap22_23,from wave,2022-06-07,521,356,107,Pennsylvania,76
interpolation,mid_month,2022-06-15,599,266,159,Pennsylvania,77
interpolation,month_end,2022-06-30,510,244,0,Pennsylvania,78
23,from wave,2022-07-06,512,186,109,Pennsylvania,79
interpolation,mid_month,2022-07-15,536,183,128,Pennsylvania,80
interpolation,month_end,2022-07-31,398,215,117,Pennsylvania,81
gap23_24,from wave,2022-08-10,440,214,97,Pennsylvania,82
interpolation,mid_month,2022-08-15,425,210,113,Pennsylvania,83
interpolation,month_end,2022-08-31,432,222,82,Pennsylvania,84
24,from wave,2022-09-11,457,235,115,Pennsylvania,85
interpolation,mid_month,2022-09-15,596,254,139,Pennsylvania,86
interpolation,month_end,2022-09-30,617,243,115,Pennsylvania,87
gap24_25,from wave,2022-10-05,497,243,115,Pennsylvania,88
interpolation,mid_month,2022-10-15,472,229,119,Pennsylvania,89
interpolation,month_end,2022-10-31,492,263,123,Pennsylvania,90
25,from wave,2022-11-09,517,258,135,Pennsylvania,91
interpolation,mid_month,2022-11-15,552,289,154,Pennsylvania,92
interpolation,month_end,2022-11-30,566,277,145,Pennsylvania,93
interpolation,mid_month,2022-12-15,668,275,135,Pennsylvania,94
gap25_26,from wave,2022-12-21,536,275,135,Pennsylvania,95
interpolation,month_end,2022-12-31,275,0,0,Pennsylvania,96
interpolation,mid_month,2023-01-15,0,0,0,Pennsylvania,97
26,from wave,2023-01-17,0,0,0,Pennsylvania,98
interpolation,month_end,2023-01-31,0,0,0,Pennsylvania,99
interpolation,mid_month,2023-02-15,0,0,0,Pennsylvania,100
interpolation,month_end,2023-02-28,0,0,0,Pennsylvania,101
interpolation,mid_month,2023-03-15,0,0,0,Pennsylvania,102
interpolation,month_end,2023-03-31,0,0,0,Pennsylvania,103
gap26_27,from wave,2023-04-04,0,0,0,Pennsylvania,104
interpolation,mid_month,2023-04-15,0,0,0,Pennsylvania,105
interpolation,month_end,2023-04-30,0,0,0,Pennsylvania,106
27,from wave,2023-05-05,0,0,0,Pennsylvania,107
interpolation,mid_month,2023-05-15,0,0,0,Pennsylvania,108
interpolation,month_end,2023-05-31,0,0,0,Pennsylvania,109
interpolation,month_end,2020-03-31,0,0,0,Rhode Island,0
interpolation,mid_month,2020-04-15,108,108,108,Rhode Island,1
1,month_end,2020-04-30,340,215,108,Rhode Island,2
interpolation,mid_month,2020-05-15,507,251,116,Rhode Island,3
2,from wave,2020-05-21,509,227,105,Rhode Island,4
interpolation,month_end,2020-05-31,460,180,75,Rhode Island,5
3,from wave,2020-06-01,449,173,70,Rhode Island,6
gap3_5,from wave,2020-06-11,330,103,42,Rhode Island,7
interpolation,mid_month,2020-06-15,280,82,23,Rhode Island,8
5,from wave,2020-06-28,165,59,23,Rhode Island,9
interpolation,month_end,2020-06-30,148,58,26,Rhode Island,10
gap5_7,from wave,2020-07-09,104,36,16,Rhode Island,11
interpolation,mid_month,2020-07-15,96,28,11,Rhode Island,12
7,from wave,2020-07-26,62,21,9,Rhode Island,13
interpolation,month_end,2020-07-31,48,19,7,Rhode Island,14
gap7_9,from wave,2020-08-06,42,16,10,Rhode Island,15
interpolation,mid_month,2020-08-15,40,19,9,Rhode Island,16
9,from wave,2020-08-26,46,27,9,Rhode Island,17
interpolation,month_end,2020-08-31,51,25,11,Rhode Island,18
gap9_10,from wave,2020-09-03,52,23,13,Rhode Island,19
interpolation,mid_month,2020-09-15,53,20,9,Rhode Island,20
10,month_end,2020-09-30,47,24,6,Rhode Island,21
interpolation,mid_month,2020-10-15,70,43,29,Rhode Island,22
11,from wave,2020-10-23,69,44,17,Rhode Island,23
interpolation,month_end,2020-10-31,88,41,23,Rhode Island,24
12,from wave,2020-11-14,105,60,33,Rhode Island,25
interpolation,mid_month,2020-11-15,113,67,42,Rhode Island,26
13,month_end,2020-11-30,195,117,65,Rhode Island,27
gap13_14,mid_month,2020-12-15,384,252,146,Rhode Island,28
interpolation,month_end,2020-12-31,496,209,104,Rhode Island,29
14,from wave,2021-01-12,473,212,103,Rhode Island,30
interpolation,mid_month,2021-01-15,447,200,95,Rhode Island,31
interpolation,month_end,2021-01-31,403,172,77,Rhode Island,32
gap14_16,from wave,2021-02-04,388,157,77,Rhode Island,33
interpolation,mid_month,2021-02-15,316,121,50,Rhode Island,34
16,month_end,2021-02-28,185,43,17,Rhode Island,35
interpolation,mid_month,2021-03-15,115,65,26,Rhode Island,36
gap16_17,month_end,2021-03-31,116,35,12,Rhode Island,37
interpolation,mid_month,2021-04-15,66,23,7,Rhode Island,38
interpolation,month_end,2021-04-30,51,23,9,Rhode Island,39
17,from wave,2021-05-03,41,24,11,Rhode Island,40
interpolation,mid_month,2021-05-15,58,29,13,Rhode Island,41
interpolation,month_end,2021-05-31,37,8,4,Rhode Island,42
gap17_18,from wave,2021-06-08,30,12,9,Rhode Island,43
interpolation,mid_month,2021-06-15,22,14,5,Rhode Island,44
interpolation,month_end,2021-06-30,20,5,2,Rhode Island,45
18,mid_month,2021-07-15,10,2,2,Rhode Island,46
interpolation,month_end,2021-07-31,10,4,1,Rhode Island,47
interpolation,mid_month,2021-08-15,8,4,1,Rhode Island,48
gap18_19,from wave,2021-08-25,20,15,12,Rhode Island,49
interpolation,month_end,2021-08-31,29,22,12,Rhode Island,50
interpolation,mid_month,2021-09-15,64,38,30,Rhode Island,51
19,from wave,2021-09-28,68,30,17,Rhode Island,52
interpolation,month_end,2021-09-30,67,27,19,Rhode Island,53
interpolation,mid_month,2021-10-15,52,22,8,Rhode Island,54
interpolation,month_end,2021-10-31,40,18,6,Rhode Island,55
gap19_20,from wave,2021-11-02,41,18,5,Rhode Island,56
interpolation,mid_month,2021-11-15,30,12,9,Rhode Island,57
interpolation,month_end,2021-11-30,49,31,14,Rhode Island,58
20,from wave,2021-12-02,56,33,20,Rhode Island,59
interpolation,mid_month,2021-12-15,85,43,26,Rhode Island,60
gap20_21,from wave,2021-12-21,92,50,29,Rhode Island,61
interpolation,month_end,2021-12-31,134,81,48,Rhode Island,62
interpolation,mid_month,2022-01-15,195,109,54,Rhode Island,63
21,from wave,2022-01-25,235,117,65,Rhode Island,64
interpolation,month_end,2022-01-31,236,127,62,Rhode Island,65
interpolation,mid_month,2022-02-15,213,72,25,Rhode Island,66
interpolation,month_end,2022-02-28,104,30,9,Rhode Island,67
gap21_22,from wave,2022-03-01,110,24,10,Rhode Island,68
interpolation,mid_month,2022-03-15,46,10,3,Rhode Island,69
interpolation,month_end,2022-03-31,110,95,89,Rhode Island,70
22,from wave,2022-04-09,106,87,3,Rhode Island,71
interpolation,mid_month,2022-04-15,104,5,3,Rhode Island,72
interpolation,month_end,2022-04-30,18,13,8,Rhode Island,73
interpolation,mid_month,2022-05-15,25,12,8,Rhode Island,74
interpolation,month_end,2022-05-31,37,23,15,Rhode Island,75
gap22_23,from wave,2022-06-07,39,21,6,Rhode Island,76
interpolation,mid_month,2022-06-15,42,15,10,Rhode Island,77
interpolation,month_end,2022-06-30,32,14,6,Rhode Island,78
23,from wave,2022-07-06,28,10,2,Rhode Island,79
interpolation,mid_month,2022-07-15,27,12,8,Rhode Island,80
interpolation,month_end,2022-07-31,21,9,4,Rhode Island,81
gap23_24,from wave,2022-08-10,17,4,2,Rhode Island,82
interpolation,mid_month,2022-08-15,11,2,0,Rhode Island,83
interpolation,month_end,2022-08-31,13,11,7,Rhode Island,84
24,from wave,2022-09-11,20,9,7,Rhode Island,85
interpolation,mid_month,2022-09-15,20,9,7,Rhode Island,86
interpolation,month_end,2022-09-30,26,8,2,Rhode Island,87
gap24_25,from wave,2022-10-05,24,8,2,Rhode Island,88
interpolation,mid_month,2022-10-15,29,12,7,Rhode Island,89
interpolation,month_end,2022-10-31,27,15,10,Rhode Island,90
25,from wave,2022-11-09,31,19,9,Rhode Island,91
interpolation,mid_month,2022-11-15,44,29,20,Rhode Island,92
interpolation,month_end,2022-11-30,47,18,12,Rhode Island,93
interpolation,mid_month,2022-12-15,37,19,16,Rhode Island,94
gap25_26,from wave,2022-12-21,46,31,15,Rhode Island,95
interpolation,month_end,2022-12-31,34,0,0,Rhode Island,96
interpolation,mid_month,2023-01-15,0,0,0,Rhode Island,97
26,from wave,2023-01-17,0,0,0,Rhode Island,98
interpolation,month_end,2023-01-31,0,0,0,Rhode Island,99
interpolation,mid_month,2023-02-15,0,0,0,Rhode Island,100
interpolation,month_end,2023-02-28,0,0,0,Rhode Island,101
interpolation,mid_month,2023-03-15,0,0,0,Rhode Island,102
interpolation,month_end,2023-03-31,0,0,0,Rhode Island,103
gap26_27,from wave,2023-04-04,0,0,0,Rhode Island,104
interpolation,mid_month,2023-04-15,0,0,0,Rhode Island,105
interpolation,month_end,2023-04-30,0,0,0,Rhode Island,106
27,from wave,2023-05-05,0,0,0,Rhode Island,107
interpolation,mid_month,2023-05-15,0,0,0,Rhode Island,108
interpolation,month_end,2023-05-31,0,0,0,Rhode Island,109
interpolation,month_end,2020-03-31,0,0,0,South Carolina,0
interpolation,mid_month,2020-04-15,97,97,97,South Carolina,1
1,month_end,2020-04-30,231,125,91,South Carolina,2
interpolation,mid_month,2020-05-15,274,127,55,South Carolina,3
2,from wave,2020-05-21,284,102,45,South Carolina,4
interpolation,month_end,2020-05-31,243,107,62,South Carolina,5
3,from wave,2020-06-01,238,109,59,South Carolina,6
gap3_5,from wave,2020-06-11,229,109,74,South Carolina,7
interpolation,mid_month,2020-06-15,220,106,54,South Carolina,8
5,from wave,2020-06-28,241,112,67,South Carolina,9
interpolation,month_end,2020-06-30,233,118,61,South Carolina,10
gap5_7,from wave,2020-07-09,327,201,118,South Carolina,11
interpolation,mid_month,2020-07-15,393,254,147,South Carolina,12
7,from wave,2020-07-26,772,514,330,South Carolina,13
interpolation,month_end,2020-07-31,928,597,333,South Carolina,14
gap7_9,from wave,2020-08-06,1067,609,279,South Carolina,15
interpolation,mid_month,2020-08-15,1206,492,242,South Carolina,16
9,from wave,2020-08-26,1038,431,186,South Carolina,17
interpolation,month_end,2020-08-31,997,440,205,South Carolina,18
gap9_10,from wave,2020-09-03,1001,434,221,South Carolina,19
interpolation,mid_month,2020-09-15,817,357,170,South Carolina,20
10,month_end,2020-09-30,650,261,116,South Carolina,21
interpolation,mid_month,2020-10-15,516,215,91,South Carolina,22
11,from wave,2020-10-23,512,241,148,South Carolina,23
interpolation,month_end,2020-10-31,518,281,119,South Carolina,24
12,from wave,2020-11-14,508,205,96,South Carolina,25
interpolation,mid_month,2020-11-15,503,175,95,South Carolina,26
13,month_end,2020-11-30,457,241,70,South Carolina,27
gap13_14,mid_month,2020-12-15,641,370,172,South Carolina,28
interpolation,month_end,2020-12-31,868,449,221,South Carolina,29
14,from wave,2021-01-12,1141,653,342,South Carolina,30
interpolation,mid_month,2021-01-15,1178,638,273,South Carolina,31
interpolation,month_end,2021-01-31,1718,906,535,South Carolina,32
gap14_16,from wave,2021-02-04,1910,1066,721,South Carolina,33
interpolation,mid_month,2021-02-15,1961,956,347,South Carolina,34
16,month_end,2021-02-28,1595,587,242,South Carolina,35
interpolation,mid_month,2021-03-15,981,329,121,South Carolina,36
gap16_17,month_end,2021-03-31,580,245,96,South Carolina,37
interpolation,mid_month,2021-04-15,426,158,91,South Carolina,38
interpolation,month_end,2021-04-30,369,188,107,South Carolina,39
17,from wave,2021-05-03,341,184,90,South Carolina,40
interpolation,mid_month,2021-05-15,323,130,61,South Carolina,41
interpolation,month_end,2021-05-31,235,79,48,South Carolina,42
gap17_18,from wave,2021-06-08,168,64,18,South Carolina,43
interpolation,mid_month,2021-06-15,152,54,36,South Carolina,44
interpolation,month_end,2021-06-30,85,27,13,South Carolina,45
18,mid_month,2021-07-15,70,41,17,South Carolina,46
interpolation,month_end,2021-07-31,85,42,26,South Carolina,47
interpolation,mid_month,2021-08-15,174,135,89,South Carolina,48
gap18_19,from wave,2021-08-25,446,332,209,South Carolina,49
interpolation,month_end,2021-08-31,658,454,248,South Carolina,50
interpolation,mid_month,2021-09-15,1310,751,377,South Carolina,51
19,from wave,2021-09-28,1761,907,492,South Carolina,52
interpolation,month_end,2021-09-30,1810,889,459,South Carolina,53
interpolation,mid_month,2021-10-15,1765,642,258,South Carolina,54
interpolation,month_end,2021-10-31,1244,484,244,South Carolina,55
gap19_20,from wave,2021-11-02,1183,434,194,South Carolina,56
interpolation,mid_month,2021-11-15,751,267,142,South Carolina,57
interpolation,month_end,2021-11-30,493,176,81,South Carolina,58
20,from wave,2021-12-02,480,169,79,South Carolina,59
interpolation,mid_month,2021-12-15,436,209,101,South Carolina,60
gap20_21,from wave,2021-12-21,402,184,93,South Carolina,61
interpolation,month_end,2021-12-31,407,172,67,South Carolina,62
interpolation,mid_month,2022-01-15,483,278,168,South Carolina,63
21,from wave,2022-01-25,558,315,194,South Carolina,64
interpolation,month_end,2022-01-31,630,352,158,South Carolina,65
interpolation,mid_month,2022-02-15,1327,975,312,South Carolina,66
interpolation,month_end,2022-02-28,1524,654,257,South Carolina,67
gap21_22,from wave,2022-03-01,1599,624,332,South Carolina,68
interpolation,mid_month,2022-03-15,1236,507,186,South Carolina,69
interpolation,month_end,2022-03-31,726,211,98,South Carolina,70
22,from wave,2022-04-09,399,157,59,South Carolina,71
interpolation,mid_month,2022-04-15,318,107,48,South Carolina,72
interpolation,month_end,2022-04-30,176,69,33,South Carolina,73
interpolation,mid_month,2022-05-15,171,102,20,South Carolina,74
interpolation,month_end,2022-05-31,138,36,14,South Carolina,75
gap22_23,from wave,2022-06-07,58,16,2,South Carolina,76
interpolation,mid_month,2022-06-15,126,90,25,South Carolina,77
interpolation,month_end,2022-06-30,128,38,26,South Carolina,78
23,from wave,2022-07-06,126,26,0,South Carolina,79
interpolation,mid_month,2022-07-15,60,22,12,South Carolina,80
interpolation,month_end,2022-07-31,159,137,60,South Carolina,81
gap23_24,from wave,2022-08-10,172,23,23,South Carolina,82
interpolation,mid_month,2022-08-15,160,23,7,South Carolina,83
interpolation,month_end,2022-08-31,71,36,18,South Carolina,84
24,from wave,2022-09-11,84,54,36,South Carolina,85
interpolation,mid_month,2022-09-15,101,53,17,South Carolina,86
interpolation,month_end,2022-09-30,102,49,34,South Carolina,87
gap24_25,from wave,2022-10-05,127,59,25,South Carolina,88
interpolation,mid_month,2022-10-15,152,103,78,South Carolina,89
interpolation,month_end,2022-10-31,213,110,51,South Carolina,90
25,from wave,2022-11-09,270,82,27,South Carolina,91
interpolation,mid_month,2022-11-15,192,82,27,South Carolina,92
interpolation,month_end,2022-11-30,133,32,4,South Carolina,93
interpolation,mid_month,2022-12-15,123,72,25,South Carolina,94
gap25_26,from wave,2022-12-21,104,25,0,South Carolina,95
interpolation,month_end,2022-12-31,72,0,0,South Carolina,96
interpolation,mid_month,2023-01-15,0,0,0,South Carolina,97
26,from wave,2023-01-17,0,0,0,South Carolina,98
interpolation,month_end,2023-01-31,0,0,0,South Carolina,99
interpolation,mid_month,2023-02-15,0,0,0,South Carolina,100
interpolation,month_end,2023-02-28,0,0,0,South Carolina,101
interpolation,mid_month,2023-03-15,0,0,0,South Carolina,102
interpolation,month_end,2023-03-31,0,0,0,South Carolina,103
gap26_27,from wave,2023-04-04,0,0,0,South Carolina,104
interpolation,mid_month,2023-04-15,0,0,0,South Carolina,105
interpolation,month_end,2023-04-30,0,0,0,South Carolina,106
27,from wave,2023-05-05,0,0,0,South Carolina,107
interpolation,mid_month,2023-05-15,0,0,0,South Carolina,108
interpolation,month_end,2023-05-31,0,0,0,South Carolina,109
interpolation,month_end,2020-03-31,0,0,0,South Dakota,0
interpolation,mid_month,2020-04-15,6,6,6,South Dakota,1
1,month_end,2020-04-30,13,7,4,South Dakota,2
interpolation,mid_month,2020-05-15,37,26,12,South Dakota,3
2,from wave,2020-05-21,39,17,7,South Dakota,4
interpolation,month_end,2020-05-31,45,18,12,South Dakota,5
3,from wave,2020-06-01,41,18,12,South Dakota,6
gap3_5,from wave,2020-06-11,35,15,7,South Dakota,7
interpolation,mid_month,2020-06-15,31,13,10,South Dakota,8
5,from wave,2020-06-28,37,16,10,South Dakota,9
interpolation,month_end,2020-06-30,29,16,10,South Dakota,10
gap5_7,from wave,2020-07-09,33,14,5,South Dakota,11
interpolation,mid_month,2020-07-15,34,18,11,South Dakota,12
7,from wave,2020-07-26,35,13,6,South Dakota,13
interpolation,month_end,2020-07-31,38,14,8,South Dakota,14
gap7_9,from wave,2020-08-06,40,18,8,South Dakota,15
interpolation,mid_month,2020-08-15,39,20,6,South Dakota,16
9,from wave,2020-08-26,38,15,7,South Dakota,17
interpolation,month_end,2020-08-31,37,14,6,South Dakota,18
gap9_10,from wave,2020-09-03,34,14,7,South Dakota,19
interpolation,mid_month,2020-09-15,32,17,11,South Dakota,20
10,month_end,2020-09-30,56,39,21,South Dakota,21
interpolation,mid_month,2020-10-15,107,68,33,South Dakota,22
11,from wave,2020-10-23,145,75,43,South Dakota,23
interpolation,month_end,2020-10-31,192,108,59,South Dakota,24
12,from wave,2020-11-14,277,153,58,South Dakota,25
interpolation,mid_month,2020-11-15,317,196,98,South Dakota,26
13,month_end,2020-11-30,528,299,124,South Dakota,27
gap13_14,mid_month,2020-12-15,638,313,149,South Dakota,28
interpolation,month_end,2020-12-31,518,164,75,South Dakota,29
14,from wave,2021-01-12,342,139,72,South Dakota,30
interpolation,mid_month,2021-01-15,353,126,70,South Dakota,31
interpolation,month_end,2021-01-31,287,142,79,South Dakota,32
gap14_16,from wave,2021-02-04,269,115,43,South Dakota,33
interpolation,mid_month,2021-02-15,215,66,35,South Dakota,34
16,month_end,2021-02-28,123,48,27,South Dakota,35
interpolation,mid_month,2021-03-15,81,24,12,South Dakota,36
gap16_17,month_end,2021-03-31,47,23,12,South Dakota,37
interpolation,mid_month,2021-04-15,36,13,10,South Dakota,38
interpolation,month_end,2021-04-30,27,13,6,South Dakota,39
17,from wave,2021-05-03,29,14,9,South Dakota,40
interpolation,mid_month,2021-05-15,43,24,11,South Dakota,41
interpolation,month_end,2021-05-31,43,19,9,South Dakota,42
gap17_18,from wave,2021-06-08,42,18,8,South Dakota,43
interpolation,mid_month,2021-06-15,35,12,4,South Dakota,44
interpolation,month_end,2021-06-30,23,7,6,South Dakota,45
18,mid_month,2021-07-15,14,5,1,South Dakota,46
interpolation,month_end,2021-07-31,10,4,2,South Dakota,47
interpolation,mid_month,2021-08-15,13,9,2,South Dakota,48
gap18_19,from wave,2021-08-25,16,7,2,South Dakota,49
interpolation,month_end,2021-08-31,24,14,10,South Dakota,50
interpolation,mid_month,2021-09-15,39,22,18,South Dakota,51
19,from wave,2021-09-28,66,41,24,South Dakota,52
interpolation,month_end,2021-09-30,65,40,24,South Dakota,53
interpolation,mid_month,2021-10-15,89,39,12,South Dakota,54
interpolation,month_end,2021-10-31,92,46,17,South Dakota,55
gap19_20,from wave,2021-11-02,96,52,21,South Dakota,56
interpolation,mid_month,2021-11-15,92,46,14,South Dakota,57
interpolation,month_end,2021-11-30,93,39,19,South Dakota,58
20,from wave,2021-12-02,108,52,29,South Dakota,59
interpolation,mid_month,2021-12-15,130,77,36,South Dakota,60
gap20_21,from wave,2021-12-21,133,67,31,South Dakota,61
interpolation,month_end,2021-12-31,152,56,30,South Dakota,62
interpolation,mid_month,2022-01-15,140,73,37,South Dakota,63
21,from wave,2022-01-25,150,78,47,South Dakota,64
interpolation,month_end,2022-01-31,151,78,36,South Dakota,65
interpolation,mid_month,2022-02-15,183,92,51,South Dakota,66
interpolation,month_end,2022-02-28,165,72,30,South Dakota,67
gap21_22,from wave,2022-03-01,168,63,33,South Dakota,68
interpolation,mid_month,2022-03-15,129,54,25,South Dakota,69
interpolation,month_end,2022-03-31,78,13,3,South Dakota,70
22,from wave,2022-04-09,49,13,10,South Dakota,71
interpolation,mid_month,2022-04-15,37,15,5,South Dakota,72
interpolation,month_end,2022-04-30,29,14,11,South Dakota,73
interpolation,mid_month,2022-05-15,19,5,2,South Dakota,74
interpolation,month_end,2022-05-31,15,10,8,South Dakota,75
gap22_23,from wave,2022-06-07,13,9,1,South Dakota,76
interpolation,mid_month,2022-06-15,11,1,0,South Dakota,77
interpolation,month_end,2022-06-30,11,7,2,South Dakota,78
23,from wave,2022-07-06,10,7,2,South Dakota,79
interpolation,mid_month,2022-07-15,17,7,5,South Dakota,80
interpolation,month_end,2022-07-31,18,11,9,South Dakota,81
gap23_24,from wave,2022-08-10,23,16,7,South Dakota,82
interpolation,mid_month,2022-08-15,28,17,10,South Dakota,83
interpolation,month_end,2022-08-31,28,11,5,South Dakota,84
24,from wave,2022-09-11,29,18,9,South Dakota,85
interpolation,mid_month,2022-09-15,41,21,12,South Dakota,86
interpolation,month_end,2022-09-30,37,7,4,South Dakota,87
gap24_25,from wave,2022-10-05,28,7,4,South Dakota,88
interpolation,mid_month,2022-10-15,32,25,13,South Dakota,89
interpolation,month_end,2022-10-31,38,13,10,South Dakota,90
25,from wave,2022-11-09,32,16,6,South Dakota,91
interpolation,mid_month,2022-11-15,32,19,13,South Dakota,92
interpolation,month_end,2022-11-30,37,18,8,South Dakota,93
interpolation,mid_month,2022-12-15,37,16,9,South Dakota,94
gap25_26,from wave,2022-12-21,27,16,9,South Dakota,95
interpolation,month_end,2022-12-31,16,0,0,South Dakota,96
interpolation,mid_month,2023-01-15,0,0,0,South Dakota,97
26,from wave,2023-01-17,0,0,0,South Dakota,98
interpolation,month_end,2023-01-31,0,0,0,South Dakota,99
interpolation,mid_month,2023-02-15,0,0,0,South Dakota,100
interpolation,month_end,2023-02-28,0,0,0,South Dakota,101
interpolation,mid_month,2023-03-15,0,0,0,South Dakota,102
interpolation,month_end,2023-03-31,0,0,0,South Dakota,103
gap26_27,from wave,2023-04-04,0,0,0,South Dakota,104
interpolation,mid_month,2023-04-15,0,0,0,South Dakota,105
interpolation,month_end,2023-04-30,0,0,0,South Dakota,106
27,from wave,2023-05-05,0,0,0,South Dakota,107
interpolation,mid_month,2023-05-15,0,0,0,South Dakota,108
interpolation,month_end,2023-05-31,0,0,0,South Dakota,109
interpolation,month_end,2020-03-31,0,0,0,Tennessee,0
interpolation,mid_month,2020-04-15,124,124,124,Tennessee,1
1,month_end,2020-04-30,195,60,29,Tennessee,2
interpolation,mid_month,2020-05-15,163,88,50,Tennessee,3
2,from wave,2020-05-21,157,70,36,Tennessee,4
interpolation,month_end,2020-05-31,165,69,35,Tennessee,5
3,from wave,2020-06-01,160,66,28,Tennessee,6
